"timeslice","energy"
"d216","0.032258064516129031"
"d217","0.032258064516129031"
"d218","0.032258064516129031"
"d219","0.032258064516129031"
"d220","0.032258064516129031"
"d221","0.032258064516129031"
"d222","0.032258064516129031"
"d223","0.032258064516129031"
"d224","0.032258064516129031"
"d225","0.032258064516129031"
"d226","0.032258064516129031"
"d227","0.032258064516129031"
"d228","0.032258064516129031"
"d229","0.032258064516129031"
"d230","0.032258064516129031"
"d231","0.032258064516129031"
"d232","0.032258064516129031"
"d233","0.032258064516129031"
"d234","0.032258064516129031"
"d235","0.032258064516129031"
"d236","0.032258064516129031"
"d237","0.032258064516129031"
"d238","0.032258064516129031"
"d239","0.032258064516129031"
"d240","0.032258064516129031"
"d241","0.032258064516129031"
"d242","0.032258064516129031"
"d243","0.032258064516129031"
"d244","0.033333333333333333"
"d245","0.033333333333333333"
"d246","0.033333333333333333"
"d247","0.033333333333333333"
"d248","0.033333333333333333"
"d249","0.033333333333333333"
"d250","0.033333333333333333"
"d251","0.033333333333333333"
"d252","0.033333333333333333"
"d253","0.033333333333333333"
"d254","0.033333333333333333"
"d255","0.033333333333333333"
"d256","0.033333333333333333"
"d257","0.033333333333333333"
"d258","0.033333333333333333"
"d259","0.033333333333333333"
"d260","0.033333333333333333"
"d261","0.033333333333333333"
"d262","0.033333333333333333"
"d263","0.033333333333333333"
"d264","0.033333333333333333"
"d265","0.033333333333333333"
"d266","0.033333333333333333"
"d267","0.033333333333333333"
"d268","0.033333333333333333"
"d269","0.033333333333333333"
"d270","0.033333333333333333"
"d271","0.033333333333333333"
"d272","0.033333333333333333"
"d273","0.033333333333333333"
"d274","0.032258064516129031"
"d275","0.032258064516129031"
"d276","0.032258064516129031"
"d277","0.032258064516129031"
"d278","0.032258064516129031"
"d279","0.032258064516129031"
"d280","0.032258064516129031"
"d281","0.032258064516129031"
"d282","0.032258064516129031"
"d283","0.032258064516129031"
"d284","0.032258064516129031"
"d285","0.032258064516129031"
"d286","0.032258064516129031"
"d287","0.032258064516129031"
"d288","0.032258064516129031"
"d289","0.032258064516129031"
"d290","0.032258064516129031"
"d291","0.032258064516129031"
"d292","0.032258064516129031"
"d293","0.032258064516129031"
"d294","0.032258064516129031"
"d295","0.032258064516129031"
"d296","0.032258064516129031"
"d297","0.032258064516129031"
"d298","0.032258064516129031"
"d299","0.032258064516129031"
"d300","0.032258064516129031"
"d301","0.032258064516129031"
"d302","0.032258064516129031"
"d303","0.032258064516129031"
"d304","0.032258064516129031"
"d305","0.033333333333333333"
"d306","0.033333333333333333"
"d307","0.033333333333333333"
"d308","0.033333333333333333"
"d309","0.033333333333333333"
"d310","0.033333333333333333"
"d311","0.033333333333333333"
"d312","0.033333333333333333"
"d313","0.033333333333333333"
"d314","0.033333333333333333"
"d315","0.033333333333333333"
"d316","0.033333333333333333"
"d317","0.033333333333333333"
"d318","0.033333333333333333"
"d319","0.033333333333333333"
"d320","0.033333333333333333"
"d321","0.033333333333333333"
"d322","0.033333333333333333"
"d323","0.033333333333333333"
"d324","0.033333333333333333"
"d325","0.033333333333333333"
"d326","0.033333333333333333"
"d327","0.033333333333333333"
"d328","0.033333333333333333"
"d329","0.033333333333333333"
"d330","0.033333333333333333"
"d331","0.033333333333333333"
"d332","0.033333333333333333"
"d333","0.033333333333333333"
"d334","0.033333333333333333"
"d335","0.032258064516129031"
"d336","0.032258064516129031"
"d337","0.032258064516129031"
"d338","0.032258064516129031"
"d339","0.032258064516129031"
"d340","0.032258064516129031"
"d341","0.032258064516129031"
"d342","0.032258064516129031"
"d343","0.032258064516129031"
"d344","0.032258064516129031"
"d345","0.032258064516129031"
"d346","0.032258064516129031"
"d347","0.032258064516129031"
"d348","0.032258064516129031"
"d349","0.032258064516129031"
"d350","0.032258064516129031"
"d351","0.032258064516129031"
"d352","0.032258064516129031"
"d353","0.032258064516129031"
"d354","0.032258064516129031"
"d355","0.032258064516129031"
"d356","0.032258064516129031"
"d357","0.032258064516129031"
"d358","0.032258064516129031"
"d359","0.032258064516129031"
"d360","0.032258064516129031"
NA,"0.16129032258064516"
